도서명,보유권수,작가,목표장르,기존서가
와이 시리즈 Why?,보유,미상,판타지/무협,76
스페셜 솔져,1~8권,미상,판타지/무협,76
과학 탐험대,1~9권,미상,판타지/무협,76
세계 탐험 만화 역사상식,1~30권,미상,판타지/무협,76
한국사 탐험 만화 역사상식,1~5권,미상,판타지/무협,76
졸라맨 건즈,1~20권,미상,판타지/무협,76
위기탈출 넘버원,1~20권,미상,판타지/무협,76
엉덩이 탐정,1~3권,미상,판타지/무협,77
쿠키런 세계사,1~6권,미상,판타지/무협,77
드래곤 빌리지 M: 마스터의 길,1~5권,미상,판타지/무협,77
쿠키런 서바이벌 대작전,1~50권,미상,판타지/무협,77
흔한남매,1~17권,미상,판타지/무협,77
별난 방탈출,1~4권,미상,판타지/무협,77
예쁜 girl이 되는 법,1~3권,미상,판타지/무협,77
쿠키런 어드벤처,1~59권,미상,판타지/무협,77
마법천자문,1~55권,미상,판타지/무협,77
이세계 여행사,1~6권,미상,판타지/무협,77
아빠의 축구,1~11권,미상,로맨스/로판,15
21세기 대마법사,1~18권,미상,로맨스/로판,15
"결혼, 그리고 결혼",보유,미상,로맨스/로판,15
애시드,1~2권,미상,로맨스/로판,15
그들의 특종,보유,미상,로맨스/로판,15
"오늘 밤, 세계에서 이 눈물이 사라진다 해도",보유,미상,로맨스/로판,15
"오늘 밤, 거짓말의 세계에서 잊을 수 없는 사랑을",보유,미상,로맨스/로판,15
악녀의 정의,1~4권,미상,로맨스/로판,15
홧김에 여주가 되어 보려 합니다,1~3권,미상,로맨스/로판,15
츤데레의 정석,1~2권,미상,로맨스/로판,15
버림받고 즐기는 소박한 독신의 삶,보유,미상,로맨스/로판,15
공녀고 나발이고 집에 간다고,1~3권,미상,로맨스/로판,15
마법상점의 대마법사,1~7권,미상,로맨스/로판,15
돌아와서 말하기,1~2권,미상,로맨스/로판,15
샤르트뢰즈,보유,미상,로맨스/로판,15
영원의 사자들,1~2권,미상,로맨스/로판,15
탈선,1~2권,미상,로맨스/로판,15
효월,1~2권,미상,로맨스/로판,15
누가누가 잘하나,1~3권,미상,로맨스/로판,15
로미오의 남자,보유,미상,로맨스/로판,15
춘궁,1~2권,미상,로맨스/로판,15
홀리데이,1~2권,미상,로맨스/로판,15
그래서 사랑,보유,미상,로맨스/로판,15
세자의 비밀,1~2권,미상,로맨스/로판,15
그 후작가의 하녀,1~2권,미상,로맨스/로판,15
저스트 더 투 오브 어스,1~2권,미상,로맨스/로판,15
회귀자의 스킬무쌍,1~11권,미상,로맨스/로판,15
망작의 삼공자로 사는 법,1~11권,미상,로맨스/로판,15
혹애,1~2권,미상,로맨스/로판,15
이차원 용병,1~31권,미상,로맨스/로판,15
월야환담 채월야,1~7권,미상,로맨스/로판,15
월야환담 창월야,1~10권,미상,로맨스/로판,15
도서관에는 마녀가 필요하다,1~5권,미상,로맨스/로판,15
그 남자의 결혼 파트너,1~2권,미상,로맨스/로판,15
산타,1~3권,미상,로맨스/로판,15
월흔,1~4권,미상,액션/모험,14
정글러,1~8권,미상,액션/모험,14
위버멘쉬,1~8권,미상,액션/모험,14
하얀 늑대들,1~12권,미상,액션/모험,14
권왕무적,1~18권,미상,액션/모험,14
찍히지 않습니다,1~7권,미상,일상/개그,5
"빠졌어, 너에게",보유,미상,일상/개그,5
야무진 고양이는 오늘도 우울,1~9권,미상,일상/개그,5
봇치  더 록,1~8권,아키 하마지,드라마/스포츠/SF,5
케이 온!,1~3권,미상,일상/개그,5
라라의 스타일기,보유,미상,일상/개그,24
그리스 로마 신화,보유,미상,일상/개그,24
해피니스,1~10권,미상,판타지/무협,33
피의 흔적,1~17권,미상,판타지/무협,33
카네사,1~14권,미상,판타지/무협,33
비스타즈,1~18권,이타가키 파루,판타지/무협,33
악의 꽃,1~11권,미상,판타지/무협,33
죄쾌,1~5권,미상,판타지/무협,33
시그널 100,1~4권,미상,판타지/무협,33
무능한 나나,1~12권,Looseboy,판타지/무협,33
죠죠의 기묘한 모험10,보유,미상,액션/모험,30
죠죠리온,1~3권,미상,액션/모험,30
별이삼샵,1~3권,웹툰 작가,웹툰,19
뷰티풀 군바리,1~10권,설이,웹툰,19
스킵 비트!,1~50권,나카무라 요시키,로맨스/로판,12
메이드 인 어비스,1~13권,아키히토 츠쿠시,판타지/무협,12
야스민,1~3권,미상,로맨스/로판,12
잠열,1~3권,미상,로맨스/로판,12
이 세계 삼촌,1~10권,미상,로맨스/로판,12
조강지처 길들이기,1~12권,한유랑,로맨스/로판,12
선배가 짜증나는 후배 이야기,1~11권,미상,로맨스/로판,12
네레이드의 전설,1~15권,미상,로맨스/로판,12
앤드,1~8권,미상,로맨스/로판,12
비비,1~7권,미상,로맨스/로판,12
녹턴,1~12권,미상,로맨스/로판,12
히상,1~6권,미상,로맨스/로판,12
하이힐을 신은 소녀,1~14권,미상,로맨스/로판,12
한눈에 반하다,1~11권,미상,로맨스/로판,12
학교에 가자,1~17권,미상,로맨스/로판,12
피터 판다,1~4권,미상,로맨스/로판,12
불량 신데렐라,1~10권,미상,로맨스/로판,12
러브 팝,1~8권,미상,로맨스/로판,12
천년 여우 인간되기 대작전,1~8권,미상,로맨스/로판,12
문제아 건드리고 살아남기,1~16권,미상,로맨스/로판,12
프린세스,1~31권,미상,로맨스/로판,12
헬프 미 베이비,1~1권,미상,로맨스/로판,12
출동 수호천사,1~6권,미상,로맨스/로판,12
천행기,1~13권,미상,로맨스/로판,12
물고기의 밤,1~9권,미상,로맨스/로판,12
네가 있는 미래에선,1~11권,미상,로맨스/로판,12
스프라우트,1~7권,미상,로맨스/로판,12
오오쿠,1~19권,미상,로맨스/로판,12
눈이 나려 꽃,1~23권,임해연,웹툰,12
매리는 외박 중,1~10권,미상,로맨스/로판,12
넌 내가 접수한다,1~4권,미상,로맨스/로판,12
단 하나뿐인 걸,1~9권,미상,로맨스/로판,12
누님 VS 형님,1~15권,미상,로맨스/로판,12
3월의 라이온,1~17권,우미노 치카,로맨스/로판,12
세인트 영맨,1~21권,미상,로맨스/로판,12
실버 다이아몬드 27(외전),보유,미상,로맨스/로판,12
다정다감,1~18권,미상,로맨스/로판,12
푸른 유리,1~7권,미상,로맨스/로판,12
아빠와 아버지의 우리 집밥,1~13권,미상,로맨스/로판,12
아르카나,1~11권,미상,로맨스/로판,12
춘앵전,1~14권,미상,로맨스/로판,12
실연의 쇼콜라티에,1~9권,미상,로맨스/로판,12
아이렌,1~7권,미상,로맨스/로판,12
비밀 시즌 제로 -더 톱 시크릿-,1~10권,미상,로맨스/로판,12
비밀 -더 톱 시크릿-,1~12권,미상,로맨스/로판,12
절정,1~7권,미상,로맨스/로판,12
두근 두근 왕자반,1~1권,미상,로맨스/로판,12
나나코로빈,1~3권,미상,로맨스/로판,12
키스에 미친놈과 담배피는 고양이,1~15권,미상,로맨스/로판,12
나와 로보코,1~10권,미상,로맨스/로판,12
SKT,1~11권,미상,판타지/무협,2
통일의 아침,1~7권,미상,판타지/무협,2
문나이트,1~8권,미상,판타지/무협,2
쿨하게,1~11권,미상,판타지/무협,2
하나노이 군과 상사병,1~18권,미상,로맨스/로판,10
카구야 님은 고백받고 싶어,1~28권,아카사카 아카,로맨스/로판,10
카구야 님을 이야기 하고싶어,1~8권,미상,로맨스/로판,10
하트 비트,1~5권,미상,로맨스/로판,12
롤링,1~6권,미상,로맨스/로판,12
금지된 키스,1~10권,미상,로맨스/로판,12
키스로 길들여지다,1~9권,미상,로맨스/로판,12
레이디 디텍티브,1~2권,미상,로맨스/로판,12
너의 시선 끝에 내가 있다,1~16권,미상,로맨스/로판,12
이상한 나라의 하숙집,1~7권,미상,로맨스/로판,12
소울,1~5권,오쿠보 아츠시,액션/모험,12
길고양이와 늑대,1~6권,미상,로맨스/로판,11
캐릭캐릭 체인지 쥬얼조커,1~3권,미상,로맨스/로판,11
꿈빛 파티시엘,1~8권,미상,로맨스/로판,11
야노군의 평범한 나날,1~12권,미상,로맨스/로판,11
올려다 보니 너는,1~4권,미상,액션/모험,35
리버스 x 리버스,1~4권,미상,액션/모험,35
히이라기 선배와 단둘이,1~3권,미상,액션/모험,35
급한대로 동거하지 않을래요?,1~5권,미상,액션/모험,35
꽃과 입맞춤,1~8권,미상,액션/모험,35
양지 바른 셰어 하우스,1~8권,미상,액션/모험,35
더 게이트,1~16권,미상,로맨스/로판,1
무당신마,1~4권,미상,로맨스/로판,1
절대검천,1~8권,미상,로맨스/로판,1
골프가 좋아,1~17권,미상,로맨스/로판,1
환동무적,1~7권,미상,로맨스/로판,1
붉은 너의 입술에,보유,웹툰 작가,웹툰,22
그녀를 잡아요,보유,웹툰 작가,웹툰,22
잔혹하게 농락하다,1~2권,웹툰 작가,웹툰,22
루시아,1~2권,웹툰 작가,웹툰,22
낙룡의 진주,1~2권,웹툰 작가,웹툰,22
아루하라 미나와 순정,1~2권,웹툰 작가,웹툰,22
"늑대왕, 루프스",1~4권,웹툰 작가,웹툰,22
연애기담,1~2권,웹툰 작가,웹툰,22
판사 이한영,1~10권,웹툰 작가,웹툰,22
눈부시도록,1~13권,미상,로맨스/로판,12
홍가네,1~11권,미상,로맨스/로판,12
러키 스타,1~8권,미상,로맨스/로판,12
여우가 늑대가 되는 순간,1~10권,미상,로맨스/로판,12
곰같은 여우가 늑대를 만나다,1~8권,미상,로맨스/로판,12
