도서명,보유권수,작가,목표장르,기존서가
불상사 아이돌,1~5권,미상,로맨스/로판,32
사랑을 말할 거면 은밀하게,1~3권,미상,로맨스/로판,32
4월은 너의 거짓말,1~11권,미상,로맨스/로판,32
날씨의 아이,1~3권,신카이 마코토,로맨스/로판,32
나는 내일 어제의 너와 만난다,1~3권,미상,로맨스/로판,32
스즈메의 문단속,1~3권,신카이 마코토,로맨스/로판,32
너의 이름은,1~3권,란마루 코토네,로맨스/로판,32
리틀 포레스트,1~2권,미상,로맨스/로판,32
썸머워즈,1~3권,미상,로맨스/로판,32
배를 엮다,1~2권,미상,로맨스/로판,32
악마에 입문했습니다! 이루마 군,1~48권,미상,로맨스/로판,32
벼랑위의 포뇨,1~4권,미야자키 하야오,일상/개그,32
하울의 움직이는 성,1~4권,미야자키 하야오,일상/개그,32
"이 힐러, 귀찮아",1~7권,미상,로맨스/로판,32
"매일, 휴일",1~4권,미상,로맨스/로판,32
너의 췌장을 먹고 싶어,1~2권,키리하라 이즈미,로맨스/로판,32
리가,1~2권,미상,로맨스/로판,32
푸드파이터 타베루,1~7권,미상,로맨스/로판,32
우리집 마왕은 물지 않아요,1~4권,미상,로맨스/로판,32
운명의 새,보유,미상,로맨스/로판,32
시원찮은 직장인과 불량 소녀,1~5권,미상,로맨스/로판,32
여동생은 고양이,1~3권,미상,로맨스/로판,32
무직전생,1~14권,리후진 나 마고노테,판타지/무협,32
목소리의 형태,1~7권,미상,로맨스/로판,32
초속 5센티미터,1~2권,미상,로맨스/로판,32
데드맨 원더랜드,1~13권,미상,로맨스/로판,32
제로인,1~12권,미상,로맨스/로판,32
모험왕 비트,1~12권,미상,로맨스/로판,32
천상천하,1~22권,미상,로맨스/로판,32
샹그릴라 프론티어 - 망겜헌터 갓겜에 도전하다,1~10권,카타리나/후지 료스케,판타지/무협,32
나 혼자 호텔,1~2권,미상,일상/개그,34
은의 밀밭,1~2권,미상,일상/개그,34
"흑박물관 초승달이여, 괴물과 춤추어라",1~5권,미상,일상/개그,34
"결혼한다는 게, 정말인가요",1~11권,미상,일상/개그,34
스승 시리즈,1~7권,미상,일상/개그,34
"촌구석 아저씨, 검성이 되다",1~5권,미상,일상/개그,34
가비지타임,1~20권,미상,일상/개그,34
N과 S,1~5권,렌쥬로 긴다이치,로맨스/로판,34
기꺼이 하겠습니다,1~3권,미상,일상/개그,34
네가 싫어하는 사랑 이야기,1~2권,미상,일상/개그,34
되살아난 아가씨 루체타,1~2권,미상,일상/개그,34
소녀들의 흉터에 입맞춤을,1~3권,미상,일상/개그,34
어차피 남일이니까요,1~6권,미상,일상/개그,34
밟고 차고 사랑하고,1~6권,미상,일상/개그,34
볼룸에 오신 것을 환영합니다,1~12권,미상,일상/개그,34
숨막힐 정도의 사랑을 줄게,1~7권,미상,일상/개그,34
너만은 죽어도 사양할게,1~6권,미상,일상/개그,34
눈물비와 세레나데,1~14권,미상,일상/개그,34
킬 블루,1~9권,미상,일상/개그,34
극주부도,1~13권,코우즈케 오오노,일상/개그,34
백스트리트 걸스,1~12권,재스민 규,일상/개그,34
두 번 사는 랭커,1~32권,미상,일상/개그,34
스크린의 별,1~9권,미상,일상/개그,34
다시 한 번 아이돌,1~19권,미상,일상/개그,34
시한부 검성의 회귀,1~10권,미상,일상/개그,34
후계자,1~3권,미상,일상/개그,34
제3인류,1~5권,미상,일상/개그,34
아드 아스트라,1~12권,미상,액션/모험,35
묵시록의 4기사,1~13권,미상,액션/모험,35
XXX한 관계,1~3권,미상,액션/모험,35
이세계 실격,1~9권,미상,액션/모험,35
하이스코어 걸,1~10권,미상,액션/모험,35
한바탕의 소동이라면 기꺼이!,1~4권,미상,액션/모험,35
"방과후, 사랑했다",1~8권,미상,액션/모험,35
펜리르,1~4권,미상,액션/모험,35
베스티아,1~3권,미상,액션/모험,35
소녀사전,1~3권,미상,액션/모험,35
동자궁감,1~4권,미상,액션/모험,35
료코,1~5권,미상,액션/모험,35
언데드 언럭,1~21권,미상,액션/모험,35
고양이 화가 주베의 기묘한 이야기,1~23권,미상,액션/모험,35
지옥당 영계통신,1~12권,미상,액션/모험,35
백작영애와 시종의 부적절한 관계,1~2권,미상,액션/모험,35
여왕님의 전속 요리사,보유,미상,액션/모험,35
남자ing걸,보유,미상,액션/모험,35
편지,보유,미상,액션/모험,35
봄의 소나타,보유,미상,액션/모험,35
팥경단과 찹쌀떡,보유,미상,액션/모험,35
당신과 스캔들!,보유,미상,액션/모험,35
매화에 꾀꼬리,보유,미상,액션/모험,35
근거리 러버스,보유,미상,액션/모험,35
원티드,보유,미상,액션/모험,35
나의 세계 너의 리얼,보유,미상,액션/모험,35
돌아가는 펭귄드럼,1~2권,미상,액션/모험,35
가시 왕관,1~2권,미상,액션/모험,35
미소년 프로듀스,1~3권,미상,액션/모험,35
가족놀이,보유,미상,액션/모험,35
반드시 사랑하고 만다,1~6권,미상,액션/모험,35
셰어하우스 별사탕 키타 센주,1~2권,미상,액션/모험,35
너구리와 여우의 시골생활,1~3권,미상,액션/모험,35
사랑의 시작,1~7권,미상,액션/모험,35
조폭 선생님,1~15권,미상,액션/모험,35
불쾌한 모노노케안,1~18권,와자와키리,판타지/무협,36
원펀맨,1~35권,"원, 무라타 유스케",액션/모험,36
토리코,1~43권,미상,액션/모험,36
이 세계는 너무나 불완전하다,1~10권,미상,액션/모험,36
유라쿠초 도깨비 과자점,1~7권,미상,액션/모험,36
여성향 게임 속에서 내가 히로인이자 구세주?!,1~5권,미상,액션/모험,36
파도여 들어다오,1~10권,미상,액션/모험,36
마왕성에서 잘자요,1~25권,미상,액션/모험,36
효괴 아파트의 우아한 일상,1~27권,미상,액션/모험,36
사랑은 비가 갠 뒤 처럼,1~10권,미상,액션/모험,36
괴물이야기,1~22권,미상,액션/모험,36
마녀의 괴화집,1~8권,미상,액션/모험,36
아슬란 전기,1~20권,미상,액션/모험,36
만난 지 5초 만에 배틀,1~25권,미상,액션/모험,36
월드 트리거,1~26권,미상,액션/모험,36
머나먼 시공 속에서,1~15권,미상,액션/모험,36
심하게 굴지 말아줘,1~7권,미상,액션/모험,36
스즈키 씨는 그저 조용하게 살고싶다,1~3권,미상,액션/모험,36
"사랑해, 스즈키!",1~18권,미상,액션/모험,36
렌탈 오빠,1~4권,미상,액션/모험,36
키스하고 싶다고 졸라봐,1~3권,미상,액션/모험,36
잘생겼으니 용서한다,1~2권,미상,액션/모험,36
성무녀의 수호자,1~3권,미상,액션/모험,36
새신부와 엑소시스트,1~4권,미상,액션/모험,36
헬로 이노센트,1~7권,미상,액션/모험,36
런웨이에서 웃어줘,1~22권,미상,액션/모험,36
키네씨의 나 홀로 시네마,1~6권,미상,액션/모험,36
은혜는 평생 잊지 않겠습니다,1~3권,미상,액션/모험,36
평범한 우리들의7,보유,미상,액션/모험,36
평범한 우리들의,1~7권,미상,액션/모험,36
평범한 우리들의 번외편,보유,미상,액션/모험,36
오늘도 그 녀석들 옆에서,1~4권,미상,액션/모험,36
하늘색 플러터,1~3권,미상,액션/모험,36
"오오가미 양, 속이 전부 보여요",1~7권,미상,액션/모험,36
너와 봄의 시작,1~5권,미상,액션/모험,36
미녀와 야수,1~10권,미상,액션/모험,36
엠 제로,1~10권,미상,액션/모험,36
고양이와 키스,1~6권,미상,액션/모험,36
그녀는 아직 사랑을 모른다,1~5권,미상,액션/모험,36
아사히 선배의 취향,1~7권,미상,드라마/스포츠/SF,37
거짓의 프레이야,1~9권,미상,드라마/스포츠/SF,37
식물도감,1~3권,미상,드라마/스포츠/SF,37
트리피타카 트립!,1~4권,미상,드라마/스포츠/SF,37
저승의 사랑은 염라대왕님 나름,1~5권,미상,드라마/스포츠/SF,37
요시노 즈이카라,1~3권,미상,드라마/스포츠/SF,37
스커트를 입을 때까지 기다려줘,1~3권,미상,드라마/스포츠/SF,37
눈 깜빡임보다 빠르게!!,1~9권,미상,드라마/스포츠/SF,37
전생 마녀는 멸망을 고한다,1~5권,미상,드라마/스포츠/SF,37
방과 후 사랑했다,1~8권,미상,드라마/스포츠/SF,37
러브인하우스,1~10권,미상,드라마/스포츠/SF,37
깨끗하게 해주시겠어요?,1~10권,미상,드라마/스포츠/SF,37
둘이서 사랑을 하는 이유,1~7권,미상,드라마/스포츠/SF,37
봄과 폭풍,1~2권,미상,드라마/스포츠/SF,37
위국일기,1~11권,미상,드라마/스포츠/SF,37
변호사와 17세,1~10권,미상,드라마/스포츠/SF,37
순간 그라데이션,1~4권,미상,드라마/스포츠/SF,37
미팅에 나갔는데 여자가 없었던 이야기,1~7권,미상,드라마/스포츠/SF,37
우리 남동생들이 죄송합니다,1~6권,미상,드라마/스포츠/SF,37
사랑하는 레이지,1~6권,미상,드라마/스포츠/SF,37
아오이 선생님은 사춘기,1~2권,미상,드라마/스포츠/SF,37
아이돌 드렁크,1~4권,미상,드라마/스포츠/SF,37
히노코,1~8권,츠다  마사미,로맨스/로판,37
너는 특별해,1~8권,미상,드라마/스포츠/SF,37
미카미 선생님의 사랑법,1~8권,아이카와 히로,로맨스/로판,37
백화만화경,1~3권,미상,드라마/스포츠/SF,37
짐승의 길,1~12권,미상,드라마/스포츠/SF,37
세상에서 제일 나쁜 마녀,1~7권,미상,드라마/스포츠/SF,37
꿈에서 본 그 아이를 위하여,1~11권,미상,드라마/스포츠/SF,37
코하네의 개,1~3권,미상,드라마/스포츠/SF,37
내가 어른으로 만들어줄게,1~2권,미상,드라마/스포츠/SF,37
카사네,1~14권,미상,드라마/스포츠/SF,37
안아줘 그리고 키스도,1~11권,미상,드라마/스포츠/SF,37
사신에게 시집가는 날,1~7권,미상,드라마/스포츠/SF,37
러브 미 폼포코!,1~5권,미상,드라마/스포츠/SF,37
B.O.D.Y,1~15권,미상,드라마/스포츠/SF,37
이세계 역사의 찾집,1~5권,미상,드라마/스포츠/SF,37
바텐더,1~21권,조 아라키,드라마/스포츠/SF,37
바텐더 도쿄,1~7권,미상,드라마/스포츠/SF,37
바텐더 파리,1~6권,미상,드라마/스포츠/SF,37
미스터 초밥왕 외전,1~4권,미상,드라마/스포츠/SF,37
미스터 초밥왕,1~14권,테라사와 다이스케,드라마/스포츠/SF,37
미스터 초밥왕 - 전국대회편,1~8권,미상,드라마/스포츠/SF,37
술친구 밥 친구,보유,미상,드라마/스포츠/SF,37
심야식당,1~28권,아베 야로,드라마/스포츠/SF,37
초밥아가씨 사치,1~5권,미상,드라마/스포츠/SF,37
헬즈키친,1~13권,미상,드라마/스포츠/SF,37
맛좀봐라!,1~4권,미상,드라마/스포츠/SF,37
대결 궁극의 맛,1~4권,미상,드라마/스포츠/SF,37
바리스타,1~10권,미상,드라마/스포츠/SF,37
1/11,1~9권,미상,드라마/스포츠/SF,37
아츠모리 군의 아내,1~6권,미상,드라마/스포츠/SF,37
어제 뭐 먹었어?,1~22권,미상,드라마/스포츠/SF,37
신들에게 주워진 남자,1~5권,미상,드라마/스포츠/SF,37
복슬복슬 신령님 찾기,1~3권,미상,드라마/스포츠/SF,37
러브하우스,1~24권,미상,드라마/스포츠/SF,37
ILEGENS,1~5권,미상,드라마/스포츠/SF,37
서커스의 딸 몰가,1~3권,미상,드라마/스포츠/SF,37
사이버 블루,1~3권,미상,드라마/스포츠/SF,37
허니문 샐러드,1~3권,미상,드라마/스포츠/SF,37
저지,1~6권,미상,드라마/스포츠/SF,37
그린 블러드,1~5권,미상,드라마/스포츠/SF,37
오 렌즈,1~5권,미상,로맨스/로판,38
그 미인 남자 행실에 대하여,1~4권,미상,로맨스/로판,38
한자와나오키,1~5권,미상,로맨스/로판,38
클락워크 플래닛,1~10권,미상,로맨스/로판,38
길티 이노센스,1~8권,미상,로맨스/로판,38
다시 한 번 그와,1~3권,미상,로맨스/로판,38
노부나가의 셰프,1~36권,미상,로맨스/로판,38
좋아하지 않을거야 선배,1~4권,미상,로맨스/로판,38
밝은 기억 상실,1~6권,미상,로맨스/로판,38
빨간 모자의 늑대 제자,1~3권,미상,로맨스/로판,38
사랑일까요?,1~4권,미상,로맨스/로판,38
증년증녀,1~3권,미상,로맨스/로판,38
다이쇼 소녀 전래동화,1~5권,미상,로맨스/로판,38
천람의 메멘토,1~4권,미상,로맨스/로판,38
잘 잤니 그리고 잘 자,1~5권,미상,로맨스/로판,38
꽃은 어느 쪽?,1~7권,미상,로맨스/로판,38
미세스 머메이드,1~4권,미상,로맨스/로판,38
슈가 솔저,1~10권,미상,로맨스/로판,38
따끈따끈 베이커리,1~26권,미상,로맨스/로판,38
"부부 이상, 연인 미만",1~11권,미상,로맨스/로판,38
나쁜 짓 할래?,1~3권,미상,로맨스/로판,38
얼티밋 비너스,1~9권,시게마츠 타카코,로맨스/로판,38
아이 선생님은 모른다,1~3권,미상,로맨스/로판,38
거짓왕 글라디우스,1~3권,미상,로맨스/로판,38
선생님은 고등학생,1~3권,미상,로맨스/로판,38
금색의 갓슈!!,1~33권,미상,로맨스/로판,38
블랙라군,1~12권,미상,로맨스/로판,38
대런 섄,1~11권,미상,로맨스/로판,38
"한 입, 두 입",1~2권,미상,로맨스/로판,38
녹아내려! 미조레 짱,1~6권,미상,로맨스/로판,38
화조풍월,1~6권,미상,로맨스/로판,38
뱀파이어 기사,1~19권,미상,로맨스/로판,38
사람과 심장,1~8권,미상,로맨스/로판,38
오키테가이 쿄코의 비망록,1~5권,미상,로맨스/로판,38
아사미 선생님의 비밀,1~4권,미상,로맨스/로판,38
헬 하운드,1~3권,미상,로맨스/로판,38
오니의 신부는 먹히고싶어,1~5권,미상,로맨스/로판,38
거실의 마츠나가 씨,1~11권,미상,로맨스/로판,38
선배 지금부터 고백합니다,1~5권,미상,로맨스/로판,38
드레스,1~3권,미상,로맨스/로판,38
오타쿠에게 상냥한 갸루는 없다?!,1~8권,미상,로맨스/로판,38
1학년 A반의 몬스터,1~12권,우라사와 나오키,스릴러/추리/호러,38
버서스,1~3권,미상,로맨스/로판,38
카나카나,1~6권,미상,로맨스/로판,38
여행과 밥과 종말 세계,1~3권,미상,로맨스/로판,38
오타쿠에게 사랑은 어려워,1~4권,미상,로맨스/로판,38
보이지 않는 나라,1~9권,미상,로맨스/로판,38
실연소녀,1~10권,미상,로맨스/로판,38
옆집은 뭐 먹지? 어른의 맛,1~11권,미상,로맨스/로판,38
옆집은 뭐 먹지?,1~3권,미상,로맨스/로판,38
너와 원더랜드,1~3권,미상,로맨스/로판,38
사랑따위 빠지지 않아,1~3권,미상,로맨스/로판,38
나의 오리온,1~6권,미상,로맨스/로판,38
믹스,1~21권,아다치 미츠루,드라마/스포츠/SF,38
이토군은 사랑을 몰라,1~3권,미상,로맨스/로판,38
어쨌든 네가,1~2권,미상,로맨스/로판,38
사신과 은의 기사,1~6권,미상,로맨스/로판,38
허니 컴 허니,1~10권,미상,로맨스/로판,38
손을 잡아요,1~8권,미상,로맨스/로판,38
미츠보시의 스페셜리티,1~6권,미상,로맨스/로판,38
나는 천재를 기르고 있다,1~7권,미상,로맨스/로판,38
가면전사 아쿠메츠,1~18권,미상,로맨스/로판,38
한 그릇 더!,1~11권,미상,로맨스/로판,38
케모노 프렌즈,1~2권,미상,로맨스/로판,38
카나타 달리다,1~10권,미상,로맨스/로판,39
"봄과 사랑, 그리고 너",1~5권,미상,로맨스/로판,39
거짓말쟁이 보이프렌드,1~8권,미상,로맨스/로판,39
7th Garden,1~8권,미상,로맨스/로판,39
츠바키쵸 론리 플래닛,1~14권,미카 야마모리,로맨스/로판,39
어새신즈 프라이드,1~10권,미상,로맨스/로판,39
짝사랑 트라이앵글,1~2권,미상,로맨스/로판,39
밤의 신부,1~9권,미상,로맨스/로판,39
나츠키 레빗,보유,미상,로맨스/로판,39
철벽선생,1~13권,모모코 코다,로맨스/로판,39
하늘이 잿빛이라서,1~5권,미상,로맨스/로판,39
창룡의 시종,1~9권,미상,로맨스/로판,39
청춘 플래그,1~5권,미상,로맨스/로판,39
파라다이스 레지던스,1~3권,미상,로맨스/로판,39
태양보다 눈부신 별,1~4권,미상,로맨스/로판,39
하츠 하루,1~7권,미상,로맨스/로판,39
오렌지 초콜릿,1~13권,미상,로맨스/로판,39
오늘부터 신령님,1~25권,스즈키 줄리에타,로맨스/로판,39
이치노세 형제는 참을 수 없어,1~2권,미상,로맨스/로판,39
티아라,1~35권,미상,로맨스/로판,39
냥아치,1~4권,미상,로맨스/로판,39
여명의 아르카나,1~13권,미상,로맨스/로판,39
인어 왕자님,1~4권,미상,로맨스/로판,39
굿 나잇 아이 러브 유,1~4권,미상,로맨스/로판,39
생존게임,1~21권,미상,로맨스/로판,39
낙제기사 영웅담,1~11권,미상,로맨스/로판,39
바닐라 픽션,1~8권,미상,로맨스/로판,39
절벽 위의 란,1~10권,미상,로맨스/로판,39
나와 너의 소중한 이야기,1~7권,미상,로맨스/로판,39
극락 청춘 하키부,1~14권,미상,로맨스/로판,39
오! 나의 여신님,1~2권,미상,로맨스/로판,39
하이바라는 성격이 까칠해,1~3권,미상,로맨스/로판,39
카미키 형제 사절,1~6권,미상,로맨스/로판,39
노을빛 라이트,1~5권,미상,로맨스/로판,39
오늘부터 너의 닌자,1~5권,미상,로맨스/로판,39
신은 사는 게 괴로워,1~3권,미상,로맨스/로판,39
절대 두근거려서는 안돼,1~9권,미상,로맨스/로판,39
들이닥친 왕자는 2가지 다른 맛,1~6권,미상,로맨스/로판,39
사랑을 모르는 우리는,1~11권,미상,로맨스/로판,39
가면 여고생 하나코,1~8권,미상,로맨스/로판,39
우리 동네 치바 군은,1~9권,미상,로맨스/로판,39
가형의 앨리스,1~11권,미상,로맨스/로판,39
남자친구는 오렌지색,1~13권,미상,로맨스/로판,39
그런데 치기라 군이 너무 달콤해,1~10권,미상,로맨스/로판,39
남매 놀이,1~2권,미상,로맨스/로판,39
나를 비웃지 말아줘,1~4권,미상,로맨스/로판,39
산리오남자,1~6권,미상,로맨스/로판,39
나노카의 그이,1~14권,미상,로맨스/로판,39
달콤하지만은 않은 그들의 일상은,1~7권,미상,로맨스/로판,39
1파운드의 복음,1~4권,미상,로맨스/로판,39
슬로모션을 다시 한 번,1~7권,미상,로맨스/로판,39
프리스트,1~16권,미상,로맨스/로판,39
절대미각 탐정,1~16권,미상,로맨스/로판,39
루어,1~41권,미상,로맨스/로판,40
너는 봄에 눈을 뜬다,1~10권,미상,로맨스/로판,40
수신의 신부,1~11권,미상,로맨스/로판,40
왕자가 나를 포기하지 않아,1~12권,미상,로맨스/로판,40
엘르멘탈 제라드,1~18권,미상,로맨스/로판,40
여친 빌리겠습니다,1~33권,미상,로맨스/로판,40
별 내리는 왕국의 니나,1~12권,미상,로맨스/로판,40
벌꿀에 첫사랑,1~12권,미상,로맨스/로판,40
나는 지구와 노래한다,1~8권,미상,로맨스/로판,40
ReRe 헬로,1~10권,미상,로맨스/로판,40
별 셋 컬러즈,1~7권,미상,로맨스/로판,40
못난 부녀지간입니다만,1~10권,미상,로맨스/로판,40
차가운 학교의 시간은 멈춘다,1~4권,미상,로맨스/로판,40
근사한 남친,1~14권,미상,로맨스/로판,40
켄간 아슈라,1~27권,미상,로맨스/로판,40
펫숍 오브 호러즈,1~10권,미상,로맨스/로판,40
신 펫숍 오브 ㅗㅎ러즈,1~9권,미상,로맨스/로판,40
페숍 오브 호러즈 파사쥬편,1~5권,미상,로맨스/로판,40
펫숍 오브 호러즈 유랑하는 방주 편,1~3권,미상,로맨스/로판,40
80세 마리코,1~16권,오자와 유키,로맨스/로판,40
나의 행복한 결혼,1~4권,미상,로맨스/로판,40
Mr. 말로우 블루,1~4권,미상,로맨스/로판,40
모모모랑!,1~3권,미상,로맨스/로판,40
행복카페 3번가,1~15권,미상,로맨스/로판,40
펫샵 오브 아워스,1~10권,미상,로맨스/로판,40
나 여기에 있어,1~5권,미상,로맨스/로판,40
매일 키스해도 될까요?,1~4권,미상,로맨스/로판,40
아가씨 눈뜰 시간입니다,1~2권,미상,로맨스/로판,40
번개와 로맨스,1~5권,미상,로맨스/로판,40
절벽의 꽃이라면 떨어져라!!,1~7권,미상,로맨스/로판,40
염한 - 수려한 남자,1~18권,미상,로맨스/로판,40
코이바나,1~10권,미상,로맨스/로판,40
히스토리에,1~12권,미상,로맨스/로판,40
갓핸드 테루,1~62권,미상,로맨스/로판,40
신의 물방울,1~44권,기바야시 신,드라마/스포츠/SF,40
악마의 에로스,1~4권,미상,로맨스/로판,40
기숙학교의 줄리엣,1~16권,미상,로맨스/로판,41
행복색 원룸,1~11권,미상,로맨스/로판,41
하늘색 레몬과 길 잃은 고양이,1~6권,미상,로맨스/로판,41
청춘 헤비 로테이션,1~6권,미상,로맨스/로판,41
"쿠즈미 군, 분위기 파악하나요?",1~8권,미상,로맨스/로판,41
따스한 햇살,1~3권,미상,로맨스/로판,41
셰이크 님과 하렘에서,1~8권,미상,로맨스/로판,41
아라시 군의 안는 베개,1~6권,미상,로맨스/로판,41
퍼펙트 월드,1~12권,미상,로맨스/로판,41
만주 아편 스쿼드,1~16권,미상,로맨스/로판,41
결혼할 때까지 집에 안 갈래,1~3권,미상,로맨스/로판,41
파티피플 공명,1~17권,미상,로맨스/로판,41
청춘 돼지는 소악마 후배의 꿈을 꾸지 않는다,1~2권,미상,로맨스/로판,41
츠키시마의 암살법,1~3권,미상,로맨스/로판,41
청에 닿다,1~7권,미상,로맨스/로판,41
흡혈귀와 유쾌한 친구들,1~4권,미상,로맨스/로판,41
결국은 카논,1~5권,미상,로맨스/로판,41
전국전술전 로보스,1~5권,미상,로맨스/로판,41
후쿠야당의 딸들,1~11권,미상,로맨스/로판,41
미드나이트 세크리터리,1~7권,미상,로맨스/로판,41
세상에서 제일 미워!,1~13권,미상,로맨스/로판,41
V.B.로즈,1~14권,미상,로맨스/로판,41
우리는 언제나,1~11권,미상,로맨스/로판,41
이웃사촌 콤플렉스,1~5권,미상,로맨스/로판,41
너에게 닿기를,1~30권,시이나 카루호,로맨스/로판,41
너에게 닿기를 - 운명의 사람,1~3권,시이나 카루호,로맨스/로판,41
Stardust Wink,1~11권,미상,로맨스/로판,41
위드!!,1~4권,미상,로맨스/로판,41
아사하리하나코 컬렉션,1~4권,미상,로맨스/로판,41
이세계에서 왕태자비 시작했습니다,1~7권,미상,로맨스/로판,41
전당포 시노부의 보석상자,1~21권,니노미야 토모코,로맨스/로판,41
그에게 의뢰해서는 안됩니다,1~7권,미상,로맨스/로판,41
공주님 고문의 시간입니다,1~13권,미상,로맨스/로판,41
장난을 잘 치는 타카기 양,1~19권,소이치로 야마모토,로맨스/로판,41
장난을 잘 치는 전 타카기 양,1~19권,미상,로맨스/로판,41
사카즈키 씨에 의형제,1~4권,미상,로맨스/로판,41
코타로는 1인 가구,1~10권,미상,로맨스/로판,41
사랑을 사랑하는 유카리짱,1~5권,미상,로맨스/로판,41
보스 따님과 돌보미,1~8권,미상,로맨스/로판,41
아가씨를 부탁해,1~10권,미상,로맨스/로판,41
히라노와 카기우라,1~4권,미상,로맨스/로판,41
이 회사에 좋아하는 사람이 있습니다,1~15권,미상,로맨스/로판,41
사사키와 미야노,1~10권,미상,로맨스/로판,41
유즈키네 사형제,1~12권,미상,로맨스/로판,41
늑대 폐하의 신부,1~19권,마토 카우타,로맨스/로판,41
호타루의 빛,1~15권,미상,로맨스/로판,41
스위치 걸!,1~25권,미상,로맨스/로판,41
Xxx 홀릭,1~19권,CLAMP,판타지/무협,41
xxx 홀릭 외전,1~4권,CLAMP,판타지/무협,41
슈가즈,1~6권,미상,로맨스/로판,41
히로인 시작했습니다,1~4권,미상,로맨스/로판,42
초대형 소녀,1~5권,미상,로맨스/로판,42
1+1,1~10권,미상,로맨스/로판,42
후르츠 바스켓 another,1~4권,타카야 나츠키,로맨스/로판,42
후르츠 바스켓,1~23권,타카야 나츠키,로맨스/로판,42
크레이지 포유,1~6권,미상,로맨스/로판,42
별을 가진 작은 여우,1~6권,미상,로맨스/로판,42
일상,1~11권,미상,로맨스/로판,42
동네에서 소문난 텐구의 아이,1~12권,미상,로맨스/로판,42
연애니 사랑이니,1~11권,미상,로맨스/로판,42
메이의 집사,1~20권,미상,로맨스/로판,42
내가 인기 있어서 어쩌자는 거야,1~14권,준코,로맨스/로판,42
추락 여고생과 폐인 교사,1~16권,미상,로맨스/로판,42
오전 0시 키스하러 와줘,1~12권,미상,로맨스/로판,42
푸른하늘 옐,1~3권,미상,로맨스/로판,42
연애괴담 사요코씨,1~5권,미상,로맨스/로판,42
17 seventeen,1~5권,미상,로맨스/로판,42
물에 빠진 나이프,1~17권,조지 아사쿠라,로맨스/로판,42
오빠와 나,1~11권,토케이노 하리,로맨스/로판,42
브론즈의 천사,1~7권,미상,로맨스/로판,42
유큐홀더!,1~28권,미상,로맨스/로판,42
백작과 요정,1~4권,미상,로맨스/로판,42
선생님과 나,1~4권,미상,로맨스/로판,42
부녀자 그녀,1~5권,미상,로맨스/로판,42
나는 친구가 적다,1~20권,미상,로맨스/로판,42
우리들은 미쳤다,1~19권,미상,로맨스/로판,42
늑대와 향신료,1~16권,미상,로맨스/로판,42
아리사,1~9권,미상,로맨스/로판,42
비밀의 화원 아파트,1~2권,미상,로맨스/로판,42
나한테 xx해!,1~11권,미상,로맨스/로판,42
초승달 빵,1~3권,미상,로맨스/로판,42
세븐시즈,1~35권,미상,로맨스/로판,42
세븐시즈 외전,보유,미상,로맨스/로판,42
러브 쏘 라이프,1~17권,미상,로맨스/로판,42
그애와 함께,1~13권,미상,로맨스/로판,42
에덴의 꽃,1~12권,미상,로맨스/로판,42
라세츠의 꽃,1~9권,시오미 치카,로맨스/로판,42
첫사랑,1~10권,미상,로맨스/로판,42
방과후 오렌지,1~5권,미상,로맨스/로판,42
마리아주,1~26권,미상,로맨스/로판,42
사랑이 서툴러도 잘 살고 있습니다,1~3권,미상,로맨스/로판,42
찔레꽃 신부,1~2권,미상,로맨스/로판,42
마츠리스페셜,1~4권,미상,로맨스/로판,42
족쇄,1~4권,미상,로맨스/로판,42
초콜릿 코스모스,1~4권,미상,로맨스/로판,42
카페 미나미아오야마 골동품거리,1~13권,미상,로맨스/로판,42
뷰티 버니,1~8권,미상,로맨스/로판,42
태양이 보고있다,1~8권,미상,로맨스/로판,42
더블프린스,1~7권,미상,로맨스/로판,42
"안녕, 가시나무 공주",1~6권,미상,로맨스/로판,42
백자,1~2권,미상,로맨스/로판,42
필름걸,1~2권,미상,로맨스/로판,42
매일 너를 사랑하고 있어,1~2권,미상,로맨스/로판,42
미드나이트 카페,1~3권,미상,로맨스/로판,42
원한 해결사무소 요코하마지점,1~6권,미상,로맨스/로판,43
경계의 린네,1~40권,타카하시 루미코,판타지/무협,43
반짝 반짝 은하마을 상점가,1~10권,미상,로맨스/로판,43
처음 사랑에 빠진 날 읽는 이야기,1~7권,미상,로맨스/로판,43
100%의 그녀,1~11권,미상,로맨스/로판,43
야쿠모씨는 밥을 먹이고 싶어,1~11권,미상,로맨스/로판,43
벚꽃의 홍차왕자,1~13권,미상,로맨스/로판,43
모나리자인 너에게,1~10권,미상,로맨스/로판,43
엔젤하트,1~16권,미상,로맨스/로판,43
텐초 안돼 절대,보유,이치카와 킨,일상/개그,43
오늘부터 사육당합니다,1~3권,미상,로맨스/로판,43
결혼반지 이야기,1~14권,미상,로맨스/로판,43
송혼의 소녀와 장례여행,1~7권,미상,로맨스/로판,43
오전 3시의 무법지대,1~3권,미상,로맨스/로판,43
흑장미 앨리스,1~5권,미상,로맨스/로판,43
너의 키스로 감싸줘,1~2권,미상,로맨스/로판,43
비밀 사랑,1~3권,미상,로맨스/로판,43
케이사,1~7권,미상,로맨스/로판,43
적룡왕,1~7권,미상,로맨스/로판,43
아즈망가 대왕,1~4권,아즈마 키요히코,일상/개그,43
은하철도 999,1~20권,미상,로맨스/로판,43
천수의 나라,1~5권,미상,로맨스/로판,43
